enterprise;organization;system;owner;environment;site;language;full_member;member;item_type;item;relationship;full_member_related;member_related;item_type_related;item_related;hash;hash_related;sequencing;structure;label;level;language_cross;date;time,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.dto.GetAccountBalanceResponse.jad;GetAccountBalanceResponse;CLASS;GetAccountBalanceResponse.jad;Summons;br.com.itspay.proc0105.dto.GetAccountBalanceResponse;GetAccountBalanceResponse;CLASS;GetAccountBalanceResponse;63109e06e154e9b48598a59a6aa08ddc487d520000072e71c9db4b6a3db54cc8;0cfb52bb869d125d8720bd7f7e034ea33f90620832bd7500f7a1be1b28e1cef3;7;structure;label;level;language_cross;2023-03-13;1678732657323470700,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.DegloseContab;DegloseContab;METHOD;setDegloseContabId;Realizes;.DegloseContab;DegloseContab;CLASS;DegloseContab;632dfbf367a29eb21870b97219f3857d314f3d936c318f99c5ba78d6627d71c0;1b159297c26726aaf37ed1f09d6ac2d43ae403b35541364d029f2610f5e800c1;34;structure;label;level;language_cross;2023-03-13;1678704707688705400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;br.com.itspay.proc0189.model;PreLancamentoLote;METHOD;setDataHoraManutencao;Invokes;UNIDENTIFIED_JAVA_LIB.UNIDENTIFIED_JAVA_CLASS;UNIDENTIFIED_JAVA_CLASS;METHOD;getIdUsuarioManutencao;6416f9f2d3217d51e289318798e54cdaa7e6b11737e37c6db2a557d228811aba;90b0babc0b91d179b5446d21cbe65c610f44efb83e790f1e7425213337aa42cd;47;structure;label;level;language_cross;2023-03-13;1678704708166114700,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.AbstractEntity.jad;AbstractEntity;DIRECTORY;C:\_zMain\_zProjects\_zAbsolute\INGRUPO\ItsPay\DF\Meios de Pagamento\Desenvolvimento\JAD\proc0105\model;Addresses;br.com.itspay.proc0105.model.AbstractEntity.jad;AbstractEntity.jad;PACKAGE;br.com.itspay.proc0105.model;647001c4ca446d508181526c881c2d091fb8bfde16d1dd701998865acb7a0e01;6c797eff66f96999fd1590b51d59fa1288d44d342b9bb1f15cf5740a94476e3d;2;structure;label;level;language_cross;2023-03-13;1678732657377344100,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.PlanoSaudeProdutoContratado;PlanoSaudeProdutoContratado;VARIABLE_VALUE;ultimaVigencia;Ascribes;.PlanoSaudeProdutoContratado;PlanoSaudeProdutoContratado;VARIABLE;ultimaVigencia;64a87564dd0ab767f5fc8baaca483bf9d0f6e5515128bccdff9ae820cffb7a0d;289c0691fdaafd58cd80b2bc4e28ca02033cd43a6af31920c16121b8cc463925;121;structure;label;level;language_cross;2023-03-13;1678704707747042000,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;br.com.itspay.proc0105.util.enums.StatusContratoEnum;StatusContratoEnum;DIRECTORY;C:\_zMain\_zProjects\_zAbsolute\INGRUPO\ItsPay\DF\Meios de Pagamento\Desenvolvimento\JAVA\proc0105\util\enums;Addresses;br.com.itspay.proc0105.util.enums.StatusContratoEnum;StatusContratoEnum;PACKAGE;br.com.itspay.proc0105.util.enums;656ed8ebb615fb4b2a5ea27ac554d6922568914917fb353fbd612b064af03d96;35f23c2eaf4fef51e2cbe28457e9a4de82ab542149b6a74eaa997014f0117c67;2;structure;label;level;language_cross;2023-03-13;1678704707972086500,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.repository.impl.BalanceamentoMoedasRepositoryImpl.jad;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor.jad;Imports;java.util.Iterator;java.util;IMPORTEE;Iterator;65cc8523f80a1caef202e888dc9d94f7fdbe8e0332cb1800a19bc78f62cd7583;13601bc6c8f46d7bf9db189f80ef83485310683c4b5db30157dad3077128f18f;12;structure;label;level;language_cross;2023-03-13;1678732657690941600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.repository.impl.BalanceamentoMoedasRepositoryImpl.jad;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor.jad;Imports;br.com.itspay.proc0105.model.PlanoSaudeProdutoContratado;br.com.itspay.proc0105.model;IMPORTEE;PlanoSaudeProdutoContratado;65cc8523f80a1caef202e888dc9d94f7fdbe8e0332cb1800a19bc78f62cd7583;27dff57aaea5856d3e586c37c77672bf4aa4eba9b0f73504c40872c8537bdd5c;6;structure;label;level;language_cross;2023-03-13;1678732657689938600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.repository.impl.BalanceamentoMoedasRepositoryImpl.jad;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor.jad;Imports;br.com.itspay.proc0105.util.enums.FluxoCobrancaEnum;br.com.itspay.proc0105.util.enums;IMPORTEE;FluxoCobrancaEnum;65cc8523f80a1caef202e888dc9d94f7fdbe8e0332cb1800a19bc78f62cd7583;41b9e926c2b462e2d396e4e2fc24223193c933bdea00f4ae17512477318fc086;10;structure;label;level;language_cross;2023-03-13;1678732657690941600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.repository.impl.BalanceamentoMoedasRepositoryImpl.jad;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor.jad;Imports;br.com.itspay.proc0105.model.PlanoSaudeProdutoVigencia;br.com.itspay.proc0105.model;IMPORTEE;PlanoSaudeProdutoVigencia;65cc8523f80a1caef202e888dc9d94f7fdbe8e0332cb1800a19bc78f62cd7583;603a920d783bc95edf8cb733a127c0f98abbc5645defbbd6cae79f4e635c6d4f;7;structure;label;level;language_cross;2023-03-13;1678732657689938600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.repository.impl.BalanceamentoMoedasRepositoryImpl.jad;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor.jad;Imports;java.util.List;java.util;IMPORTEE;List;65cc8523f80a1caef202e888dc9d94f7fdbe8e0332cb1800a19bc78f62cd7583;655e703fe30904db5a8741c066d648f3f9cc7203a23ccbf253b748cb8bde1be9;13;structure;label;level;language_cross;2023-03-13;1678732657690941600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.repository.impl.BalanceamentoMoedasRepositoryImpl.jad;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor.jad;Imports;br.com.itspay.proc0105.dto.CobrancaPlanoSaudeDTO;br.com.itspay.proc0105.dto;IMPORTEE;CobrancaPlanoSaudeDTO;65cc8523f80a1caef202e888dc9d94f7fdbe8e0332cb1800a19bc78f62cd7583;73dae4d2b185d5858a660a3c7e5d7487dcd73c78aa0a19e23ac26a75d2769fe5;4;structure;label;level;language_cross;2023-03-13;1678732657689938600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.repository.impl.BalanceamentoMoedasRepositoryImpl.jad;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor.jad;Imports;br.com.itspay.proc0105.repository.PlanoSaudeProdutoVigenciaRepository;br.com.itspay.proc0105.repository;IMPORTEE;PlanoSaudeProdutoVigenciaRepository;65cc8523f80a1caef202e888dc9d94f7fdbe8e0332cb1800a19bc78f62cd7583;969b84523bec730e1737a613afa672934f161fd6c8ff261b637d9561c0a2a517;9;structure;label;level;language_cross;2023-03-13;1678732657690941600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.repository.impl.BalanceamentoMoedasRepositoryImpl.jad;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor.jad;Imports;br.com.itspay.proc0105.model.ContaPagamento;br.com.itspay.proc0105.model;IMPORTEE;ContaPagamento;65cc8523f80a1caef202e888dc9d94f7fdbe8e0332cb1800a19bc78f62cd7583;9e19f8e4cabee931b206548fca5fb0703dd7949a8ea6c4cda556ab7a39f9548d;5;structure;label;level;language_cross;2023-03-13;1678732657689938600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.repository.impl.BalanceamentoMoedasRepositoryImpl.jad;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor.jad;Imports;br.com.itspay.proc.step.processor.AbstractItemProcessor;br.com.itspay.proc.step.processor;IMPORTEE;AbstractItemProcessor;65cc8523f80a1caef202e888dc9d94f7fdbe8e0332cb1800a19bc78f62cd7583;bc92ec79f6efc3dc510ca8642220b11bcb886ea74f5e5f2db678b2d9e4f90d42;3;structure;label;level;language_cross;2023-03-13;1678732657689938600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.repository.impl.BalanceamentoMoedasRepositoryImpl.jad;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor.jad;Imports;br.com.itspay.proc0105.repository.DegloseContabRepository;br.com.itspay.proc0105.repository;IMPORTEE;DegloseContabRepository;65cc8523f80a1caef202e888dc9d94f7fdbe8e0332cb1800a19bc78f62cd7583;c941478babf32ae1a850a9ed13bf9b8f31ecfeea5f39423e51e9adb56aafcc2f;8;structure;label;level;language_cross;2023-03-13;1678732657689938600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.repository.impl.BalanceamentoMoedasRepositoryImpl.jad;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor.jad;Imports;java.util.concurrent.TimeUnit;java.util.concurrent;IMPORTEE;TimeUnit;65cc8523f80a1caef202e888dc9d94f7fdbe8e0332cb1800a19bc78f62cd7583;ef4b76a7b0e5f645d07c3ec7b3de16fdf9090a26822bb86218df2d53a94f7592;14;structure;label;level;language_cross;2023-03-13;1678732657690941600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.repository.impl.BalanceamentoMoedasRepositoryImpl.jad;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor.jad;Imports;java.util.Date;java.util;IMPORTEE;Date;65cc8523f80a1caef202e888dc9d94f7fdbe8e0332cb1800a19bc78f62cd7583;fe5b850ae542b34a50132c888eb19209167444d254ea14a6e02b5a7f57affe19;11;structure;label;level;language_cross;2023-03-13;1678732657690941600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.repository.impl.BalanceamentoMoedasRepositoryImpl.jad;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor.jad;Summons;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor.jad;StepCobrancaPlanoSaudeProcessor.jad;CLASS;StepCobrancaPlanoSaudeProcessor.jad;65cc8523f80a1caef202e888dc9d94f7fdbe8e0332cb1800a19bc78f62cd7583;2831e48c7bcb1b9980c33235b642f594f8d36b27ce00e8086bd8e7bf6d3dc697;15;structure;label;level;language_cross;2023-03-13;1678732657690941600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;br.com.itspay.proc0105.model;ContaPagamento;METHOD;setDtUltimoSaque;Invokes;UNIDENTIFIED_JAVA_LIB.UNIDENTIFIED_JAVA_CLASS;UNIDENTIFIED_JAVA_CLASS;METHOD;getIdProdPlat;663920b31097c4de196606f4e7264b0d2a43d4db565d01395486db3f932b18f8;4703990f007abf10c8e9568e6010c5e4e286c3f5564c84e5932890ecd54b1afe;39;structure;label;level;language_cross;2023-03-13;1678704707662332800,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.LogArquivoPreLancamento;LogArquivoPreLancamento;VARIABLE_VALUE;qtdTotalRegistros;Ascribes;.LogArquivoPreLancamento;LogArquivoPreLancamento;VARIABLE;qtdTotalRegistros;667790d2848158d778804081c36dbf3578efef4951fa1388cac7a2fbc5cea013;1fb042a5213569654203e61caa6f3fb836c7b034ba0d7238a06fadb2938f2ad5;122;structure;label;level;language_cross;2023-03-13;1678704708125814900,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;br.com.itspay.proc0189.model;LogArquivoPreLancamento;METHOD;setDtHrInclusao;Invokes;UNIDENTIFIED_JAVA_LIB.UNIDENTIFIED_JAVA_CLASS;UNIDENTIFIED_JAVA_CLASS;METHOD;getIdUsuarioManutencao;669b2e9998e9c433c7e06698eb519baffba79254cdc82523522581f16feecf31;90b0babc0b91d179b5446d21cbe65c610f44efb83e790f1e7425213337aa42cd;89;structure;label;level;language_cross;2023-03-13;1678704708120681000,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.PlanoSaudeProduto;PlanoSaudeProduto;METHOD;setValor;Realizes;.PlanoSaudeProduto;PlanoSaudeProduto;CLASS;PlanoSaudeProduto;66d56426e41662e567de0bce3d82de6d81232bd1d68568316a8281868b27eb6e;35cb58f3b51c629b81a3060d8d6f95d57181b7fcd7d39c5f1e84db4826f882ae;78;structure;label;level;language_cross;2023-03-13;1678704707720648600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.PlanoSaudeProdutoRepository;PlanoSaudeProdutoRepository;CLASS;PlanoSaudeProdutoRepository;Imports;org.springframework.data.jpa.repository.JpaRepository;org.springframework.data.jpa.repository;IMPORTEE;JpaRepository;66f0da80ea9ffb1729d0360207f5e1ac8398d257ce0c82bbad476feaff5be308;308e0d1832df3ba298c43b71428d05a03642c2966830d17bbc75b338c4ada9af;3;structure;label;level;language_cross;2023-03-13;1678704707848066300,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.LogArquivoPreLancamento;LogArquivoPreLancamento;METHOD;setHashArquivo;Realizes;.LogArquivoPreLancamento;LogArquivoPreLancamento;CLASS;LogArquivoPreLancamento;66f288835080e6c623e7d51e562bb74f381aefe87755e53a98b5f89bd7a929fa;233c8a06b8d9e96386ea42067688266803ccacb3005174c75d73fa473d6e74eb;149;structure;label;level;language_cross;2023-03-13;1678704708129898500,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;br.com.itspay.proc0105.model.ProdutoInstituidor;ProdutoInstituidor;CLASS;idProdInstituidor;Brings_About;br.com.itspay.proc0105.model.ProdutoInstituidor;idProdInstituidor;METHOD;intValue;6706d6f10fb3a0bda1391b59db227d4973864c7d3ef469334b5ff24967631101;0bbe175b0843ba132a9395a8718030fbe32419e8903e777c95855ab0a4e55ea4;171;structure;label;level;language_cross;2023-03-13;1678704707808819300,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;br.com.itspay.proc0105.model.ProdutoInstituidor;ProdutoInstituidor;CLASS;idProdInstituidor;Brings_About;br.com.itspay.proc0105.model.ProdutoInstituidor;idProdInstituidor;METHOD;hashCode;6706d6f10fb3a0bda1391b59db227d4973864c7d3ef469334b5ff24967631101;3323c9ab7efcffb186bea51b3a503c8e19a38cda7e3a6a26c9a6206e36c6a00d;101;structure;label;level;language_cross;2023-03-13;1678704707799607900,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;VARIABLE_VALUE;br . com . itspay . proc0105 . util . enums . TransacoesPagamentoPlanoSaudeEnum . values ( );Ascribes;.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;VARIABLE;atransacoespagamentoplanosaudeenum;671bc191f3ddcd9a8c99ab9a5cf35d51972f254655072f0b93c3e0372acd9658;070d7fe241655dfd0fbbbb24a9331e37221ae4aee145f4dc20cb1ce3190d1a7f;60;structure;label;level;language_cross;2023-03-13;1678704707992004000,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProdutoInstituicao;ProdutoInstituicao;METHOD;setId;Realizes;.ProdutoInstituicao;ProdutoInstituicao;CLASS;ProdutoInstituicao;67209d40e7d5fbd9678a1fb9d9089447ee1c43555212af727940f1c8af6bd427;c24f7e79054ff329038ba444177825bf70e5b261be5db259d438ee04ee697402;14;structure;label;level;language_cross;2023-03-13;1678704707782294000,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.RegistroLancamentoEnum;RegistroLancamentoEnum;VARIABLE_VALUE;new RegistroLancamentoEnum ( * _2 * ,1, java . lang . Integer . valueOf ( 2 ) , * valorCarga * , java/math/BigDecimal , java . lang . Integer . valueOf ( 16 ) );Ascribes;.RegistroLancamentoEnum;RegistroLancamentoEnum;VARIABLE;_2;67dd57e8cb5e826c7cfe7edfc754feb31427c0f7847ec7717b9187bff4ec79f2;8ae5bc153d98f7f8579fed0ffc4e90b7b2023e02cc934224d42f370cc42afe9a;219;structure;label;level;language_cross;2023-03-13;1678704708090620300
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.StepCobrancaPlanoSaudeProcessor;StepCobrancaPlanoSaudeProcessor;OBJECT;List;Instantiates;java.util.List;List;CLASS;List;67ebd8a7352a455b2d6a1adeff35e5c6ceb5481e86f37dab79d0a206243f409d;650eeb33a9c6190d04b50432fd1e38775f2a611b23a51f6adf4f9750d8e1bb5c;31;structure;label;level;language_cross;2023-03-13;1678704707923606500,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;br.com.itspay.proc0105.repository.DeglosePlanoSaudeProdutoRepository;DeglosePlanoSaudeProdutoRepository;DIRECTORY;C:\_zMain\_zProjects\_zAbsolute\INGRUPO\ItsPay\DF\Meios de Pagamento\Desenvolvimento\JAVA\proc0105\repository;Addresses;br.com.itspay.proc0105.repository.DeglosePlanoSaudeProdutoRepository;DeglosePlanoSaudeProdutoRepository;PACKAGE;br.com.itspay.proc0105.repository;67ecc73502d55a024ce989cefbf0dd55c524cbf34314bb16ee5a25197b72baf5;ddaf14484c8c53e1fc83014ac6b81d970d437c0c618216f74d6160c0ac909e44;2;structure;label;level;language_cross;2023-03-13;1678704707837064300,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.DegloseContabId;DegloseContabId;VARIABLE_VALUE;idDeglose;Ascribes;.DegloseContabId;DegloseContabId;VARIABLE;idDeglose;67fb9d8d12135ad274acfc5de745f6f2e481b634f6622012f2403f171cf3b868;326d7575815f306a695a2f1dd7904532cafd7824d9383af56119584af74713c6;22;structure;label;level;language_cross;2023-03-13;1678704707696734700,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.LogArquivoPreLancamento;LogArquivoPreLancamento;METHOD;setIdRegional;Realizes;.LogArquivoPreLancamento;LogArquivoPreLancamento;CLASS;LogArquivoPreLancamento;681ff6c304ecc7fdb7a51f6c94023433d51c24eb1f33ca4436d0e61415582851;233c8a06b8d9e96386ea42067688266803ccacb3005174c75d73fa473d6e74eb;37;structure;label;level;language_cross;2023-03-13;1678704708113617900,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.PagamentoDTO;PagamentoDTO;VARIABLE_VALUE;signedAmount;Ascribes;.PagamentoDTO;PagamentoDTO;VARIABLE;signedAmount;6861a509ac89be2a9e28ab8e5eaf60ed87be1e864c46304e98d1a6bbcb87144c;426ffc2605d923b1781e96861a143d4bf06b48db5d8a5e4002ab5e78172662f3;25;structure;label;level;language_cross;2023-03-13;1678704707627054400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;br.com.itspay.proc0105.model;ProdutoInstituicao;METHOD;setId;Invokes;UNIDENTIFIED_JAVA_LIB.UNIDENTIFIED_JAVA_CLASS;UNIDENTIFIED_JAVA_CLASS;METHOD;getDescProdInstituicao;690f69a18c5b929db7a9512cec4da4e4d12c542e254acd9f64d2d28956753b33;afb0579f34bb9b107830938f638542f89de380ba3b644deb87f727025522c1dc;17;structure;label;level;language_cross;2023-03-13;1678704707782294000,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor.jad;StepCobrancaPlanoSaudeProcessor;CLASS;;Invokes;br.com.itspay.proc0105.model.PlanoSaudeProdutoContratado;PlanoSaudeProdutoContratado;METHOD;getUltimaVigencia;69b284e1429f49f6f9ffbd2ebaf16e9507d46060fa8efaf4bc9b051c1656d097;10a27537227cb60e97a5bc8b6e055f0df3baf4ae7ab191f9f29ab5514bb1b917;26;structure;label;level;language_cross;2023-03-13;1678732657692942100,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor.jad;StepCobrancaPlanoSaudeProcessor;CLASS;;Invokes;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor;StepCobrancaPlanoSaudeProcessor;METHOD;process;69b284e1429f49f6f9ffbd2ebaf16e9507d46060fa8efaf4bc9b051c1656d097;24cd6023ec2760d89dc5c3afb8385022bd97e2f264a570a6f204c81c6252bff4;121;structure;label;level;language_cross;2023-03-13;1678732657702074600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor.jad;StepCobrancaPlanoSaudeProcessor;CLASS;;Invokes;br.com.itspay.proc0105.model.PlanoSaudeProdutoContratado;PlanoSaudeProdutoContratado;METHOD;getDiferencaEmDias;69b284e1429f49f6f9ffbd2ebaf16e9507d46060fa8efaf4bc9b051c1656d097;53c2dca229f54f1bdb265e8b2eed4ff71a83469140dee60a63cd5f1733919e28;72;structure;label;level;language_cross;2023-03-13;1678732657695980400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor.jad;StepCobrancaPlanoSaudeProcessor;CLASS;;Invokes;br.com.itspay.proc0105.model.PlanoSaudeProdutoContratado;PlanoSaudeProdutoContratado;METHOD;setDiferencaEmDias;69b284e1429f49f6f9ffbd2ebaf16e9507d46060fa8efaf4bc9b051c1656d097;5c9a01b55e82fcdc9e57857b15d1b4cececbf99ac6559ea26d6f1ac256928394;58;structure;label;level;language_cross;2023-03-13;1678732657694945600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor.jad;StepCobrancaPlanoSaudeProcessor;CLASS;;Invokes;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor;StepCobrancaPlanoSaudeProcessor;METHOD;calculaDiferencaDiaAtual;69b284e1429f49f6f9ffbd2ebaf16e9507d46060fa8efaf4bc9b051c1656d097;704c926d825d84fc4beab716554077985ca17f1c3ebd05d2a02f772427fce380;55;structure;label;level;language_cross;2023-03-13;1678732657694945600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor.jad;StepCobrancaPlanoSaudeProcessor;CLASS;;Invokes;br.com.itspay.proc0105.model.PlanoSaudeProdutoContratado;PlanoSaudeProdutoContratado;METHOD;setFluxoCobranca;69b284e1429f49f6f9ffbd2ebaf16e9507d46060fa8efaf4bc9b051c1656d097;793bb3bbee2546aa80425bf3419de9249a331899b56fe5906194a31ea5f87656;34;structure;label;level;language_cross;2023-03-13;1678732657692942100,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor.jad;StepCobrancaPlanoSaudeProcessor;CLASS;;Invokes;br.com.itspay.proc0105.model.PlanoSaudeProdutoContratado;PlanoSaudeProdutoContratado;METHOD;getContaPagamento;69b284e1429f49f6f9ffbd2ebaf16e9507d46060fa8efaf4bc9b051c1656d097;79a40be1356823690c1bde1b79e50aad9dd02a9d08e0b0ba623fb8f4dee04ce7;75;structure;label;level;language_cross;2023-03-13;1678732657696996700,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor.jad;StepCobrancaPlanoSaudeProcessor;CLASS;;Invokes;br.com.itspay.proc0105.dto.CobrancaPlanoSaudeDTO;CobrancaPlanoSaudeDTO;METHOD;getContratos;69b284e1429f49f6f9ffbd2ebaf16e9507d46060fa8efaf4bc9b051c1656d097;9a14cda425d7bf89ea80a359b50d45d939313f758c0c07345a322e73b35c62a8;23;structure;label;level;language_cross;2023-03-13;1678732657691943300,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor.jad;StepCobrancaPlanoSaudeProcessor;CLASS;;Invokes;br.com.itspay.proc0105.model.PlanoSaudeProdutoVigencia;PlanoSaudeProdutoVigencia;METHOD;getDtFim;69b284e1429f49f6f9ffbd2ebaf16e9507d46060fa8efaf4bc9b051c1656d097;b92ad23e974297bc79cfd4c7c6a3983f597d85fbf32d121930b27653e26ef429;40;structure;label;level;language_cross;2023-03-13;1678732657693945000,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor.jad;StepCobrancaPlanoSaudeProcessor;CLASS;;Invokes;br.com.itspay.proc0105.model.PlanoSaudeProdutoContratado;PlanoSaudeProdutoContratado;METHOD;getDtHrCancelamento;69b284e1429f49f6f9ffbd2ebaf16e9507d46060fa8efaf4bc9b051c1656d097;bb1e8466b5fd0d8ba77234fef7be29d8fc1b2084296001282b5024fc08a27b6f;29;structure;label;level;language_cross;2023-03-13;1678732657692942100,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.step.StepCobrancaPlanoSaudeProcessor.jad;StepCobrancaPlanoSaudeProcessor;CLASS;;Invokes;br.com.itspay.proc0105.model.PlanoSaudeProdutoVigencia;PlanoSaudeProdutoVigencia;METHOD;getDataPagamento;69b284e1429f49f6f9ffbd2ebaf16e9507d46060fa8efaf4bc9b051c1656d097;d236b5dd45c3a8d5f16f85d700582924422d7c7e57a11104853658cc2f91f47c;64;structure;label;level;language_cross;2023-03-13;1678732657695980400,,,,,
